eval_video/len_s/h2_one_wheel_car,eval_avg/return_s/h7_unicycle_left,media/eval_video_s/h2_one_wheel_car,episode_length,eval_video/return_s/h5_rotate_fall,eval_video/len_s/h4_thrust_aim,timing/sps_agg,eval_video/len_s/h9_explode_then_thrust_over,media/eval_video_s/h8_unicycle_balance,eval_avg/solve_rate_s/h4_thrust_aim,eval_avg/solve_rate_s/h7_unicycle_left,eval_avg/return_s/h6_unicycle_right,eval_avg/return_s/h3_point_the_thruster,timing/num_updates,media/eval_video_s/h6_unicycle_right,eval_video/return_s/h2_one_wheel_car,eval_video/return_s/h7_unicycle_left,media/eval_video_s/h0_weak_thrust,eval_avg/return_s/h2_one_wheel_car,_timestamp,eval_avg/return_s/h5_rotate_fall,eval_video/return_s/h8_unicycle_balance,eval_video/len_s/h0_weak_thrust,media/eval_video_s/h5_rotate_fall,media/eval_video_s/h7_unicycle_left,eval_avg/solve_rate_s/h8_unicycle_balance,eval_avg/return_s/h9_explode_then_thrust_over,eval_avg/solve_rate_s/h2_one_wheel_car,timing/sps,eval/mean_eval_eplen,_step,eval/mean_eval_return,eval_avg/solve_rate_s/h5_rotate_fall,media/eval_video_s/h1_thrust_over_ball,eval_avg/return_s/h0_weak_thrust,eval_avg/solve_rate_s/h3_point_the_thruster,eval_video/len_s/h6_unicycle_right,eval_avg/return_s/h8_unicycle_balance,media/eval_video_s/h4_thrust_aim,num_completed_episodes,eval_video/len_s/h3_point_the_thruster,eval_video/return_s/h9_explode_then_thrust_over,eval_video/return_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h0_weak_thrust,episode_return,eval_video/return_s/h3_point_the_thruster,eval_avg/return_s/h1_thrust_over_ball,_runtime,eval_avg/solve_rate_s/h9_explode_then_thrust_over,media/eval_video_s/h3_point_the_thruster,media/eval_video_s/h9_explode_then_thrust_over,eval_video/return_s/h0_weak_thrust,eval_video/len_s/h1_thrust_over_ball,eval_video/len_s/h5_rotate_fall,eval_avg/solve_rate_s/h1_thrust_over_ball,eval_video/len_s/h7_unicycle_left,eval_avg/return_s/h4_thrust_aim,eval_avg/solve_rate_s/h6_unicycle_right,timing/num_env_steps,episode_solved,eval_video/return_s/h4_thrust_aim,eval_video/len_s/h8_unicycle_balance,eval_video/return_s/h6_unicycle_right,eval/mean_eval_solve
255.0,-0.10238359123468399,"{'_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '8ca7d81ec6d2e33ea2051bffcccd78d54c9ad4c7df1bc7bc972863f5fdd6fddd', 'path': 'media/videos/media/eval_video_s/h2_one_wheel_car_0_8ca7d81ec6d2e33ea205.gif', 'size': 14581}",255.58628845214844,-0.20924293994903564,24.0,0.0,255.0,"{'_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '0e08e33b11343fcce3175cdfca2ad2ad69774661f28c03769f441398352f821a', 'path': 'media/videos/media/eval_video_s/h8_unicycle_balance_0_0e08e33b11343fcce317.gif', 'size': 3905}",0.0,0.0,0.06041496992111206,0.14636047184467316,0,"{'sha256': '8fad49bc2023885d6fcae6c733231a1005b6b065fd58263c7afce80e6828f790', 'path': 'media/videos/media/eval_video_s/h6_unicycle_right_0_8fad49bc2023885d6fca.gif', 'size': 20183, '_type': 'video-file', 'width': 125, 'height': 125}",-0.04886362701654434,-0.17976433038711548,"{'size': 5076, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '46f2a1cb52c94e82347539d6e5dd1f125ccc28e1ee538696e7bb1110d23fd9a4', 'path': 'media/videos/media/eval_video_s/h0_weak_thrust_0_46f2a1cb52c94e823475.gif'}",-0.05002591758966446,1763182582.470855,0.2956817150115967,-0.5168932676315308,23.0,"{'size': 3803, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': 'fddf84203404391a247f5ae1f0e95718c0b7f4ea2a0297c0ae1e3203ee6eeeed', 'path': 'media/videos/media/eval_video_s/h5_rotate_fall_0_fddf84203404391a247f.gif'}","{'path': 'media/videos/media/eval_video_s/h7_unicycle_left_0_3398f3e48f0e77fd72f3.gif', 'size': 20203, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '3398f3e48f0e77fd72f34c42e2e88f2d24441f1b79b7dc14e750a1be3d5b2162'}",0.15000000596046448,-0.4476688504219055,0.0,10990.85240382725,160.53001403808594,0,-0.16583243012428284,0.25,"{'size': 5211, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': 'c38063ae8837c73ec47dbb3343cfd634977c2694be5fa60c2c64986a3e5bf183', 'path': 'media/videos/media/eval_video_s/h1_thrust_over_ball_0_c38063ae8837c73ec47d.gif'}",-0.8101604580879211,0.15000000596046448,255.0,-0.2654978930950165,"{'_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '31ff6efeab9fca5ba69404ab5cf62647f9f462a55473368579718c9a08959889', 'path': 'media/videos/media/eval_video_s/h4_thrust_aim_0_31ff6efeab9fca5ba694.gif', 'size': 4033}",6171,255.0,-0.6448535919189453,-0.5397071838378906,0.0,0.4113159477710724,-0.046648383140563965,-0.5540512204170227,210.571336487,0.0,"{'size': 24078, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '0e07a942b6e840722e1c9327c71776a1689a410ad3d94183635640b4874feca5', 'path': 'media/videos/media/eval_video_s/h3_point_the_thruster_0_0e07a942b6e840722e1c.gif'}","{'size': 51005, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '81050a55d7cf49d52a6d59cc06a3848508f712e0018fba2feb5d725da6dc9398', 'path': 'media/videos/media/eval_video_s/h9_explode_then_thrust_over_0_81050a55d7cf49d52a6d.gif'}",-0.7483974695205688,20.0,26.0,0.0,255.0,0.06900662183761597,0.0,0.0,0.00502349715679884,-0.3299311399459839,21.0,0.16407549381256104,0.055000003427267075
,,,255.77456665039062,,,8500.439785822278,,,,,,,1,,,,,,1763182631.785379,,,,,,,,,37514.90450117471,,1,,,,,,,,,8202,,,,,0.4066931903362274,,,259.892545107,,,,,,,,,,,2048000.0,0.002804194111377001,,,,
,,,255.7557373046875,,,14108.200529221847,,,,,,,2,,,,,,1763182681.1846194,,,,,,,,,41458.422219049455,,2,,,,,,,,,8192,,,,,0.40679430961608887,,,309.286555432,,,,,,,,,,,4096000.0,0.0029296875,,,,
,,,255.75039672851562,,,18085.538109214962,,,,,,,3,,,,,,1763182730.5757232,,,,,,,,,41464.75118138392,,3,,,,,,,,,8193,,,,,0.40634751319885254,,,358.680297305,,,,,,,,,,,6144000.0,0.002319052815437317,,,,
,,,255.8557586669922,,,21052.05664459234,,,,,,,4,,,,,,1763182779.9872622,,,,,,,,,41447.691914866,,4,,,,,,,,,8188,,,,,0.4076804220676422,,,408.090807996,,,,,,,,,,,8192000.0,0.0015876892721280456,,,,
,,,255.8061065673828,,,23348.982524078772,,,,,,,5,,,,,,1763182829.4198444,,,,,,,,,41430.333153733,,5,,,,,,,,,8185,,,,,0.40683478116989136,,,457.522347551,,,,,,,,,,,10240000.0,0.002443494275212288,,,,
,,,255.65771484375,,,25181.49175695033,,,,,,,6,,,,,,1763182878.83365,,,,,,,,,41445.37754616417,,6,,,,,,,,,8189,,,,,0.40425539016723633,,,506.93699032,,,,,,,,,,,12288000.0,0.0024423005525022745,,,,
,,,255.76817321777344,,,26675.96793162405,,,,,,,7,,,,,,1763182928.2688584,,,,,,,,,41428.04809594759,,7,,,,,,,,,8187,,,,,0.4086597263813019,,,556.374604307,,,,,,,,,,,14336000.0,0.002809331752359867,,,,
,,,255.64776611328125,,,27919.251240575395,,,,,,,8,,,,,,1763182977.6917064,,,,,,,,,41438.47337224711,,8,,,,,,,,,8185,,,,,0.41046521067619324,,,605.795843142,,,,,,,,,,,16384000.0,0.004031765274703503,,,,
,,,255.7314453125,,,28969.116989803213,,,,,,,9,,,,,,1763183027.1196756,,,,,,,,,41433.53377733698,,9,,,,,,,,,8181,,,,,0.4074437618255615,,,655.226451086,,,,,,,,,,,18432000.0,0.002689157845452428,,,,
,,,255.63536071777344,,,29868.00930633338,,,,,,,10,,,,,,1763183076.5399935,,,,,,,,,41440.983096827586,,10,,,,,,,,,6368,,,,,0.40579038858413696,,,704.642253394,,,,,,,,,,,20480000.0,0.00329773873090744,,,,
,,,255.83396911621094,,,30645.794512132663,,,,,,,11,,,,,,1763183125.965282,,,,,,,,,41436.05069887497,,11,,,,,,,,,8173,,,,,0.403911292552948,,,754.06927631,,,,,,,,,,,22528000.0,0.0017129572806879878,,,,
,,,255.80303955078125,,,31325.494206078263,,,,,,,12,,,,,,1763183175.393417,,,,,,,,,41434.27005467223,,12,,,,,,,,,8169,,,,,0.4066075086593628,,,803.49784701,,,,,,,,,,,24576000.0,0.001958623994141817,,,,
,,,255.7468719482422,,,31924.25150323703,,,,,,,13,,,,,,1763183224.8307724,,,,,,,,,41426.1023189983,,13,,,,,,,,,8166,,,,,0.40783050656318665,,,852.93503533,,,,,,,,,,,26624000.0,0.002449179533869028,,,,
,,,255.72308349609375,,,32456.672190835598,,,,,,,14,,,,,,1763183274.2501235,,,,,,,,,41441.58608375733,,14,,,,,,,,,8165,,,,,0.4094986021518707,,,902.35206519,,,,,,,,,,,28672000.0,0.0030618493910878897,,,,
,,,255.6618194580078,,,32932.648182291916,,,,,,,15,,,,,,1763183323.6696544,,,,,,,,,41440.84914654285,,15,,,,,,,,,8176,,,,,0.4081178307533264,,,951.77620802,,,,,,,,,,,30720000.0,0.0034246575087308884,,,,
,,,255.7464141845703,,,33360.45139215106,,,,,,,16,,,,,,1763183373.097743,,,,,,,,,41434.02402640843,,16,,,,,,,,,8167,,,,,0.4041135013103485,,,1001.200474831,,,,,,,,,,,32768000.0,0.0025713236536830664,,,,
,,,255.75440979003906,,,33747.148331888406,,,,,,,17,,,,,,1763183422.5292456,,,,,,,,,41431.113879637356,,17,,,,,,,,,8168,,,,,0.40697136521339417,,,1050.633884464,,,,,,,,,,,34816000.0,0.002815866842865944,,,,
,,,255.75938415527344,,,34098.94553311176,,,,,,,18,,,,,,1763183471.9455311,,,,,,,,,41443.40114832868,,18,,,,,,,,,8175,,,,,0.40729793906211853,,,1100.049243675,,,,,,,,,,,36864000.0,0.003302752273157239,,,,
,,,255.80125427246094,,,34419.695252530655,,,,,,,19,,,,,,1763183521.371861,,,,,,,,,41435.362527403864,,19,,,,,,,,,8161,,,,,0.4074845016002655,,,1149.477845417,,,,,,,,,,,38912000.0,0.0023281460162252188,,,,
,,,255.78338623046875,,,34713.02880935827,,,,,,,20,,,,,,1763183570.8168824,,,,,,,,,41419.85225527461,,20,,,,,,,,,8185,,,,,0.4073556065559387,,,1198.91889292,,,,,,,,,,,40960000.0,0.0029321929905563593,,,,
,,,255.7460174560547,,,34983.22223516435,,,,,,,21,,,,,,1763183620.245865,,,,,,,,,41433.24438993458,,21,,,,,,,,,6536,,,,,0.4045572876930237,,,1248.351017481,,,,,,,,,,,43008000.0,0.002753977896645665,,,,
,,,255.65170288085938,,,35232.6596756803,,,,,,,22,,,,,,1763183669.669814,,,,,,,,,41437.23221648063,,22,,,,,,,,,8151,,,,,0.4103359580039978,,,1297.772375021,,,,,,,,,,,45056000.0,0.0030671083368360996,,,,
,,,255.80589294433594,,,35463.83805960039,,,,,,,23,,,,,,1763183719.0825033,,,,,,,,,41446.78777445938,,23,,,,,,,,,8140,,,,,0.40882402658462524,,,1347.187956316,,,,,,,,,,,47104000.0,0.0020884519908577204,,,,
,,,255.6677703857422,,,35678.066397557435,,,,,,,24,,,,,,1763183768.509495,,,,,,,,,41434.925211609385,,24,,,,,,,,,8154,,,,,0.4059385657310486,,,1396.611202669,,,,,,,,,,,49152000.0,0.0035565367434173822,,,,
,,,255.72601318359375,,,35877.148596817686,,,,,,,25,,,,,,1763183817.9484723,,,,,,,,,41424.70588367486,,25,,,,,,,,,8128,,,,,0.40825435519218445,,,1446.053617304,,,,,,,,,,,51200000.0,0.0033218504395335913,,,,
,,,255.6907196044922,,,36063.32568758525,,,,,,,26,,,,,,1763183867.3705509,,,,,,,,,41439.350561798135,,26,,,,,,,,,8161,,,,,0.40613624453544617,,,1495.473778246,,,,,,,,,,,53248000.0,0.0034309520851820707,,,,
,,,255.6492462158203,,,36236.6510605473,,,,,,,27,,,,,,1763183916.8254669,,,,,,,,,41411.404713456905,,27,,,,,,,,,8151,,,,,0.4083818197250366,,,1544.930696206,,,,,,,,,,,55296000.0,0.00331247691065073,,,,
,,,255.68695068359375,,,36399.87343553223,,,,,,,28,,,,,,1763183966.2466938,,,,,,,,,41439.65262905675,,28,,,,,,,,,8168,,,,,0.4086028039455414,,,1594.350609786,,,,,,,,,,,57344000.0,0.0030607248190790415,,,,
,,,255.69117736816406,,,36553.28081962441,,,,,,,29,,,,,,1763184015.6629925,,,,,,,,,41443.91522557984,,29,,,,,,,,,8160,,,,,0.40720999240875244,,,1643.768009061,,,,,,,,,,,59392000.0,0.003186274552717805,,,,
,,,255.64833068847656,,,36697.45493795695,,,,,,,30,,,,,,1763184065.0872853,,,,,,,,,41437.13047259079,,30,,,,,,,,,8147,,,,,0.4071614146232605,,,1693.189983825,,,,,,,,,,,61440000.0,0.003436847822740674,,,,
,,,255.68226623535156,,,36833.151957507,,,,,,,31,,,,,,1763184114.5217118,,,,,,,,,41428.93343601163,,31,,,,,,,,,8183,,,,,0.4095163941383362,,,1742.62664166,,,,,,,,,,,63488000.0,0.0034217280335724354,,,,
,,,255.67059326171875,,,36961.34397074068,,,,,,,32,,,,,,1763184163.9523978,,,,,,,,,41431.40483595188,,32,,,,,,,,,6700,,,,,0.40801262855529785,,,1792.056602647,,,,,,,,,,,65536000.0,0.003582089440897107,,,,
,,,255.86048889160156,,,37083.02527025575,,,,,,,33,,,,,,1763184213.3616536,,,,,,,,,41449.66192163022,,33,,,,,,,,,8114,,,,,0.40631598234176636,,,1841.467286977,,,,,,,,,,,67584000.0,0.001725412905216217,,,,
,,,255.67364501953125,,,37197.00166184238,,,,,,,34,,,,,,1763184262.840576,,,,,,,,,41395.63806936869,,34,,,,,,,,,8123,,,,,0.4093688428401947,,,1890.942650067,,,,,,,,,,,69632000.0,0.0035701096057891846,,,,
,,,255.68350219726562,,,37304.947249237804,,,,,,,35,,,,,,1763184312.3180206,,,,,,,,,41388.68145565381,,35,,,,,,,,,8120,,,,,0.40418630838394165,,,1940.427579361,,,,,,,,,,,71680000.0,0.0028325123712420464,,,,
,,,255.80142211914062,,,37408.11689845381,,,,,,,36,,,,,,1763184361.7697196,,,,,,,,,41417.090076063236,,36,,,,,,,,,8123,,,,,0.4064646065235138,,,1989.871736505,,,,,,,,,,,73728000.0,0.00246214447543025,,,,
,,,255.8156280517578,,,37506.76289758944,,,,,,,37,,,,,,1763184411.1857874,,,,,,,,,41440.85814317664,,37,,,,,,,,,8136,,,,,0.40685874223709106,,,2039.294162907,,,,,,,,,,,75776000.0,0.0019665684085339308,,,,
,,,255.7303466796875,,,37599.81060839709,,,,,,,38,,,,,,1763184460.6550198,,,,,,,,,41399.93192045038,,38,,,,,,,,,8144,,,,,0.40754032135009766,,,2088.7594568,,,,,,,,,,,77824000.0,0.002824164927005768,,,,
,,,255.6310577392578,,,37685.3071679101,,,,,,,39,,,,,,1763184510.3039405,,,,,,,,,41249.53659706442,,39,,,,,,,,,8161,,,,,0.40824446082115173,,,2138.40815149,,,,,,,,,,,79872000.0,0.0037985541857779026,,,,
,,,255.72352600097656,,,37769.859276989286,,,,,,,40,,,,,,1763184559.782607,,,,,,,,,41391.70830648815,,40,,,,,,,,,8142,,,,,0.40343916416168213,,,2187.887463095,,,,,,,,,,,81920000.0,0.0030704985838383436,,,,
,,,255.7827911376953,,,37851.109765926325,,,,,,,41,,,,,,1763184609.2328048,,,,,,,,,41414.76614472816,,41,,,,,,,,,8144,,,,,0.4049430787563324,,,2237.339815201,,,,,,,,,,,83968000.0,0.002946954919025302,,,,
,,,255.6806182861328,,,37928.78739449745,,,,,,,42,,,,,,1763184658.6860301,,,,,,,,,41413.291208640534,,42,,,,,,,,,6882,,,,,0.40957847237586975,,,2286.789700526,,,,,,,,,,,86016000.0,0.003487358335405588,,,,
,,,255.68267822265625,,,38003.312868777466,,,,,,,43,,,,,,1763184708.1282368,,,,,,,,,41421.62926357487,,43,,,,,,,,,8099,,,,,0.40644165873527527,,,2336.234766561,,,,,,,,,,,88064000.0,0.002839856781065464,,,,
,,,255.79837036132812,,,38074.451065244146,,,,,,,44,,,,,,1763184757.5886478,,,,,,,,,41407.39291390612,,44,,,,,,,,,8094,,,,,0.40553411841392517,,,2385.69365274,,,,,,,,,,,90112000.0,0.0018532245885580778,,,,
,,,255.69033813476562,,,38142.430828857076,,,,,,,45,,,,,,1763184807.0637062,,,,,,,,,41394.35000793173,,45,,,,,,,,,8109,,,,,0.40683820843696594,,,2435.169586523,,,,,,,,,,,92160000.0,0.002713034860789776,,,,
,,,255.78097534179688,,,38207.968244536205,,,,,,,46,,,,,,1763184856.520345,,,,,,,,,41409.784688884036,,46,,,,,,,,,8113,,,,,0.40823373198509216,,,2484.623381374,,,,,,,,,,,94208000.0,0.00320473313331604,,,,
,,,255.6443328857422,,,38271.156721433756,,,,,,,47,,,,,,1763184905.9622202,,,,,,,,,41422.36152243586,,47,,,,,,,,,8117,,,,,0.40768489241600037,,,2534.06649002,,,,,,,,,,,96256000.0,0.0030799556989222765,,,,
,,,255.81314086914062,,,38331.79798565792,,,,,,,48,,,,,,1763184955.4117236,,,,,,,,,41416.15232500454,,48,,,,,,,,,8124,,,,,0.4086173474788666,,,2583.515330212,,,,,,,,,,,98304000.0,0.0023387493565678596,,,,
,,,255.7931365966797,,,38390.22819826861,,,,,,,49,,,,,,1763185004.855246,,,,,,,,,41420.90102525708,,49,,,,,,,,,8131,,,,,0.4067270755767822,,,2632.958983965,,,,,,,,,,,100352000.0,0.0024597221054136753,,,,
