episode_return,episode_solved,media/eval_video_s/h9_explode_then_thrust_over,eval_avg/return_s/h8_unicycle_balance,media/eval_video_s/h5_rotate_fall,eval_video/return_s/h2_one_wheel_car,eval_video/len_s/h9_explode_then_thrust_over,eval_avg/return_s/h1_thrust_over_ball,eval_avg/return_s/h9_explode_then_thrust_over,media/eval_video_s/h3_point_the_thruster,eval/mean_eval_eplen,eval_avg/return_s/h0_weak_thrust,eval_video/return_s/h0_weak_thrust,eval_avg/return_s/h7_unicycle_left,eval_avg/return_s/h3_point_the_thruster,eval_video/return_s/h6_unicycle_right,media/eval_video_s/h6_unicycle_right,media/eval_video_s/h7_unicycle_left,eval_video/len_s/h3_point_the_thruster,eval_avg/solve_rate_s/h4_thrust_aim,eval_avg/solve_rate_s/h0_weak_thrust,eval_avg/solve_rate_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h9_explode_then_thrust_over,eval_video/len_s/h1_thrust_over_ball,eval_video/len_s/h4_thrust_aim,eval_video/return_s/h7_unicycle_left,eval_avg/solve_rate_s/h5_rotate_fall,eval/mean_eval_solve,timing/num_env_steps,eval_avg/solve_rate_s/h8_unicycle_balance,eval_video/return_s/h5_rotate_fall,_step,media/eval_video_s/h0_weak_thrust,num_completed_episodes,media/eval_video_s/h4_thrust_aim,eval_video/return_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h7_unicycle_left,episode_length,timing/sps,media/eval_video_s/h8_unicycle_balance,eval_avg/return_s/h6_unicycle_right,eval_avg/return_s/h2_one_wheel_car,eval_avg/solve_rate_s/h3_point_the_thruster,eval_video/len_s/h0_weak_thrust,eval_video/len_s/h8_unicycle_balance,_timestamp,timing/num_updates,eval_avg/return_s/h4_thrust_aim,eval_video/len_s/h2_one_wheel_car,media/eval_video_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h6_unicycle_right,eval_video/len_s/h5_rotate_fall,eval_avg/return_s/h5_rotate_fall,eval_video/len_s/h6_unicycle_right,media/eval_video_s/h2_one_wheel_car,eval_video/return_s/h9_explode_then_thrust_over,eval_avg/solve_rate_s/h2_one_wheel_car,timing/sps_agg,eval_video/return_s/h3_point_the_thruster,eval_video/return_s/h4_thrust_aim,eval/mean_eval_return,eval_video/len_s/h7_unicycle_left,eval_video/return_s/h8_unicycle_balance,_runtime
-0.33971673250198364,0.18869426846504211,"{'sha256': '81050a55d7cf49d52a6d59cc06a3848508f712e0018fba2feb5d725da6dc9398', 'path': 'media/videos/media/eval_video_s/h9_explode_then_thrust_over_0_81050a55d7cf49d52a6d.gif', 'size': 51005, '_type': 'video-file', 'width': 125, 'height': 125}",-0.2654978930950165,"{'sha256': 'fddf84203404391a247f5ae1f0e95718c0b7f4ea2a0297c0ae1e3203ee6eeeed', 'path': 'media/videos/media/eval_video_s/h5_rotate_fall_0_fddf84203404391a247f.gif', 'size': 3803, '_type': 'video-file', 'width': 125, 'height': 125}",-0.04886379465460777,255.0,-0.5540512204170227,-0.44767093658447266,"{'path': 'media/videos/media/eval_video_s/h3_point_the_thruster_0_0e07a942b6e840722e1c.gif', 'size': 24078, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '0e07a942b6e840722e1c9327c71776a1689a410ad3d94183635640b4874feca5'}",160.53001403808594,-0.8101604580879211,-0.7483974695205688,-0.10238359123468399,0.14636047184467316,0.16407549381256104,"{'path': 'media/videos/media/eval_video_s/h6_unicycle_right_0_8fad49bc2023885d6fca.gif', 'size': 20183, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '8fad49bc2023885d6fcae6c733231a1005b6b065fd58263c7afce80e6828f790'}","{'height': 125, 'sha256': '3398f3e48f0e77fd72f34c42e2e88f2d24441f1b79b7dc14e750a1be3d5b2162', 'path': 'media/videos/media/eval_video_s/h7_unicycle_left_0_3398f3e48f0e77fd72f3.gif', 'size': 20203, '_type': 'video-file', 'width': 125}",255.0,0.0,0.0,0.0,0.0,20.0,24.0,-0.17976433038711548,0.25,0.055000003427267075,0.0,0.15000000596046448,-0.20924293994903564,0,"{'size': 5076, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '46f2a1cb52c94e82347539d6e5dd1f125ccc28e1ee538696e7bb1110d23fd9a4', 'path': 'media/videos/media/eval_video_s/h0_weak_thrust_0_46f2a1cb52c94e823475.gif'}",47728,"{'path': 'media/videos/media/eval_video_s/h4_thrust_aim_0_31ff6efeab9fca5ba694.gif', 'size': 4033, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '31ff6efeab9fca5ba69404ab5cf62647f9f462a55473368579718c9a08959889'}",-0.5397071838378906,0.0,41.966121673583984,10986.146983459816,"{'width': 125, 'height': 125, 'sha256': '0e08e33b11343fcce3175cdfca2ad2ad69774661f28c03769f441398352f821a', 'path': 'media/videos/media/eval_video_s/h8_unicycle_balance_0_0e08e33b11343fcce317.gif', 'size': 3905, '_type': 'video-file'}",0.06041496992111206,-0.05002593621611595,0.15000000596046448,23.0,21.0,1763158730.433316,0,0.06900662183761597,255.0,"{'size': 5211, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': 'c38063ae8837c73ec47dbb3343cfd634977c2694be5fa60c2c64986a3e5bf183', 'path': 'media/videos/media/eval_video_s/h1_thrust_over_ball_0_c38063ae8837c73ec47d.gif'}",0.0,26.0,0.2956817150115967,255.0,"{'height': 125, 'sha256': 'f3c5b93d996b1eaafd884004af174e35e6766963c06351a1996100447e25836b', 'path': 'media/videos/media/eval_video_s/h2_one_wheel_car_0_f3c5b93d996b1eaafd88.gif', 'size': 14582, '_type': 'video-file', 'width': 125}",-0.6448535919189453,0.0,0.0,-0.046648383140563965,-0.3299311399459839,-0.16583263874053955,255.0,-0.5168932676315308,210.24593533
-0.34164461493492126,0.18808642029762268,,,,,,,,,,,,,,,,,,,,,,,,,,,2048000.0,,,1,,48600,,,,42.11397171020508,37391.49117536024,,,,,,,1763158779.9490604,1,,,,,,,,,,,8491.276463206525,,,,,,259.777509854
-0.33903127908706665,0.1893475353717804,,,,,,,,,,,,,,,,,,,,,,,,,,,4096000.0,,,2,,48646,,,,42.110801696777344,41071.23112440418,,,,,,,1763158829.8140213,2,,,,,,,,,,,14073.023950416338,,,,,,309.632501277
-0.33520379662513733,0.19059069454669952,,,,,,,,,,,,,,,,,,,,,,,,,,,6144000.0,,,3,,48654,,,,42.09413528442383,40938.87652420554,,,,,,,1763158879.8397062,3,,,,,,,,,,,18013.417124344574,,,,,,359.656928564
-0.33469441533088684,0.19072970747947693,,,,,,,,,,,,,,,,,,,,,,,,,,,8192000.0,,,4,,48650,,,,42.098026275634766,40870.41686348888,,,,,,,1763158929.949158,4,,,,,,,,,,,20941.300810777462,,,,,,409.773700814
-0.3371891379356384,0.1902550309896469,,,,,,,,,,,,,,,,,,,,,,,,,,,10240000.0,,,5,,48661,,,,42.081336975097656,40831.079321758574,,,,,,,1763158980.1069162,5,,,,,,,,,,,23201.72160526934,,,,,,459.927965854
-0.34100836515426636,0.18848124146461487,,,,,,,,,,,,,,,,,,,,,,,,,,,12288000.0,,,6,,48790,,,,42.008670806884766,40818.33657653881,,,,,,,1763159030.2806773,6,,,,,,,,,,,24999.99550200381,,,,,,510.095131846
-0.3349706530570984,0.1910116970539093,,,,,,,,,,,,,,,,,,,,,,,,,,,14336000.0,,,7,,48641,,,,42.06714630126953,40813.6352409181,,,,,,,1763159080.459654,7,,,,,,,,,,,26464.86238878901,,,,,,560.27742072
-0.332315057516098,0.19208213686943054,,,,,,,,,,,,,,,,,,,,,,,,,,,16384000.0,,,8,,48599,,,,42.181610107421875,40795.84916788704,,,,,,,1763159130.660823,8,,,,,,,,,,,27680.324156400595,,,,,,610.483082031
-0.3335776925086975,0.1914381980895996,,,,,,,,,,,,,,,,,,,,,,,,,,,18432000.0,,,9,,48658,,,,42.041473388671875,40793.29240710756,,,,,,,1763159180.865352,9,,,,,,,,,,,28705.589339346592,,,,,,660.68167549
-0.3382815420627594,0.1898687481880188,,,,,,,,,,,,,,,,,,,,,,,,,,,20480000.0,,,10,,48760,,,,42.032630920410156,40800.32063691467,,,,,,,1763159231.0612955,10,,,,,,,,,,,29582.525327481126,,,,,,710.877010518
-0.33918896317481995,0.18938103318214417,,,,,,,,,,,,,,,,,,,,,,,,,,,22528000.0,,,11,,48743,,,,42.015716552734375,40836.45230015517,,,,,,,1763159281.2121363,11,,,,,,,,,,,30342.70759374595,,,,,,761.031748798
-0.331319123506546,0.19230690598487854,,,,,,,,,,,,,,,,,,,,,,,,,,,24576000.0,,,12,,48745,,,,42.004573822021484,40790.35244120579,,,,,,,1763159331.4203408,12,,,,,,,,,,,31004.47298482924,,,,,,811.235096196
-0.3316573202610016,0.1914355605840683,,,,,,,,,,,,,,,,,,,,,,,,,,,26624000.0,,,13,,48643,,,,42.10503005981445,40795.27877535421,,,,,,,1763159381.6219947,13,,,,,,,,,,,31587.625507934164,,,,,,861.441094072
-0.3381216526031494,0.18897750973701477,,,,,,,,,,,,,,,,,,,,,,,,,,,28672000.0,,,14,,48646,,,,42.08738708496094,40840.583350414956,,,,,,,1763159431.7681866,14,,,,,,,,,,,32107.21851174943,,,,,,911.585609622
-0.3390777111053467,0.18921303749084473,,,,,,,,,,,,,,,,,,,,,,,,,,,30720000.0,,,15,,48744,,,,42.03680419921875,40822.32428049975,,,,,,,1763159481.9369946,15,,,,,,,,,,,32570.78485688369,,,,,,961.756203885
-0.34461188316345215,0.18740878999233246,,,,,,,,,,,,,,,,,,,,,,,,,,,32768000.0,,,16,,48653,,,,42.08634567260742,40794.56251357207,,,,,,,1763159532.1397595,16,,,,,,,,,,,32986.39288164273,,,,,,1011.954654345
-0.3324563801288605,0.19192561507225037,,,,,,,,,,,,,,,,,,,,,,,,,,,34816000.0,,,17,,48722,,,,42.03770446777344,40832.7665719607,,,,,,,1763159582.2953892,17,,,,,,,,,,,33363.515926747124,,,,,,1062.115491503
-0.3311055898666382,0.19271111488342285,,,,,,,,,,,,,,,,,,,,,,,,,,,36864000.0,,,18,,48622,,,,42.09150314331055,40821.06641205152,,,,,,,1763159632.4659219,18,,,,,,,,,,,33705.60681064261,,,,,,1112.281184248
-0.32809799909591675,0.1930515319108963,,,,,,,,,,,,,,,,,,,,,,,,,,,38912000.0,,,19,,48759,,,,42.03950119018555,40849.37497650192,,,,,,,1763159682.6010606,19,,,,,,,,,,,34018.723596149226,,,,,,1162.418868415
-0.33719637989997864,0.18995803594589233,,,,,,,,,,,,,,,,,,,,,,,,,,,40960000.0,,,20,,48616,,,,42.11280059814453,40833.35198894569,,,,,,,1763159732.7560709,20,,,,,,,,,,,34304.97940825236,,,,,,1212.57048423
-0.33698031306266785,0.19043026864528656,,,,,,,,,,,,,,,,,,,,,,,,,,,43008000.0,,,21,,48737,,,,42.03927230834961,40843.38083159896,,,,,,,1763159782.8988552,21,,,,,,,,,,,34568.49790877066,,,,,,1262.717464687
-0.33427682518959045,0.19144296646118164,,,,,,,,,,,,,,,,,,,,,,,,,,,45056000.0,,,22,,48615,,,,42.0979118347168,40867.569986079994,,,,,,,1763159833.0120432,22,,,,,,,,,,,34812.396336817605,,,,,,1312.826615086
-0.33647650480270386,0.19033344089984894,,,,,,,,,,,,,,,,,,,,,,,,,,,47104000.0,,,23,,48704,,,,42.04960632324219,40860.470951194766,,,,,,,1763159883.1336555,23,,,,,,,,,,,35037.88453355338,,,,,,1362.951435544
-0.3331940472126007,0.19156357645988464,,,,,,,,,,,,,,,,,,,,,,,,,,,49152000.0,,,24,,48741,,,,42.02853775024414,40859.03056688303,,,,,,,1763159933.257326,24,,,,,,,,,,,35247.1188029419,,,,,,1413.072572213
-0.33470311760902405,0.1909765750169754,,,,,,,,,,,,,,,,,,,,,,,,,,,51200000.0,,,25,,48629,,,,42.11830520629883,40816.94008475182,,,,,,,1763159983.4325373,25,,,,,,,,,,,35440.56555899958,,,,,,1463.251549239
-0.332000195980072,0.1914350986480713,,,,,,,,,,,,,,,,,,,,,,,,,,,53248000.0,,,26,,48617,,,,42.113826751708984,40830.3575325836,,,,,,,1763160033.591291,26,,,,,,,,,,,35621.4189631989,,,,,,1513.407495095
-0.3356533348560333,0.19094857573509216,,,,,,,,,,,,,,,,,,,,,,,,,,,55296000.0,,,27,,48589,,,,42.159542083740234,40794.39066873305,,,,,,,1763160083.794138,27,,,,,,,,,,,35789.5049776854,,,,,,1563.611081378
-0.3416004180908203,0.1879318505525589,,,,,,,,,,,,,,,,,,,,,,,,,,,57344000.0,,,28,,48773,,,,42.01090621948242,40792.63491204169,,,,,,,1763160133.9993887,28,,,,,,,,,,,35946.962783082505,,,,,,1613.81411028
-0.33875855803489685,0.18941646814346313,,,,,,,,,,,,,,,,,,,,,,,,,,,59392000.0,,,29,,48755,,,,42.00313949584961,40823.61423875394,,,,,,,1763160184.166439,29,,,,,,,,,,,36095.6477660302,,,,,,1663.984217916
-0.3333112299442291,0.19132401049137115,,,,,,,,,,,,,,,,,,,,,,,,,,,61440000.0,,,30,,48640,,,,42.07956314086914,40759.43670826712,,,,,,,1763160234.412646,30,,,,,,,,,,,36233.84644756611,,,,,,1714.227698712
-0.32767003774642944,0.19348017871379852,,,,,,,,,,,,,,,,,,,,,,,,,,,63488000.0,,,31,,48713,,,,42.065032958984375,40741.533774858246,,,,,,,1763160284.680804,31,,,,,,,,,,,36363.63068621936,,,,,,1764.495819729
-0.3285802900791168,0.19337674975395203,,,,,,,,,,,,,,,,,,,,,,,,,,,65536000.0,,,32,,48677,,,,42.07210922241211,40756.813925731,,,,,,,1763160334.930106,32,,,,,,,,,,,36486.533469110815,,,,,,1814.746470738
-0.34173548221588135,0.18832972645759583,,,,,,,,,,,,,,,,,,,,,,,,,,,67584000.0,,,33,,48585,,,,42.14047622680664,40803.51730327415,,,,,,,1763160385.1216486,33,,,,,,,,,,,36603.88697996923,,,,,,1864.942138695
-0.33950623869895935,0.18899014592170715,,,,,,,,,,,,,,,,,,,,,,,,,,,69632000.0,,,34,,48611,,,,42.11760711669922,40797.437981176554,,,,,,,1763160435.320897,34,,,,,,,,,,,36714.88424670288,,,,,,1915.137914513
-0.3404095470905304,0.188600093126297,,,,,,,,,,,,,,,,,,,,,,,,,,,71680000.0,,,35,,48632,,,,42.1201057434082,40782.93360911353,,,,,,,1763160485.5379934,35,,,,,,,,,,,36819.819487244415,,,,,,1965.354131348
-0.3268597722053528,0.19398446381092072,,,,,,,,,,,,,,,,,,,,,,,,,,,73728000.0,,,36,,48674,,,,42.106773376464844,40787.727421623684,,,,,,,1763160535.7494402,36,,,,,,,,,,,36919.586370401594,,,,,,2015.566192621
-0.333421915769577,0.191171333193779,,,,,,,,,,,,,,,,,,,,,,,,,,,75776000.0,,,37,,48637,,,,42.04350662231445,40819.26665428901,,,,,,,1763160585.9216106,37,,,,,,,,,,,37015.16080137654,,,,,,2065.742046533
-0.3360874652862549,0.1903020292520523,,,,,,,,,,,,,,,,,,,,,,,,,,,77824000.0,,,38,,48670,,,,42.099979400634766,40816.441831853386,,,,,,,1763160636.0975049,38,,,,,,,,,,,37106.10113922306,,,,,,2115.912491145
-0.33659812808036804,0.18979164958000183,,,,,,,,,,,,,,,,,,,,,,,,,,,79872000.0,,,39,,48764,,,,41.999507904052734,40817.38462426969,,,,,,,1763160686.2721462,39,,,,,,,,,,,37192.811973098615,,,,,,2166.092084541
-0.3408695161342621,0.18905870616436005,,,,,,,,,,,,,,,,,,,,,,,,,,,81920000.0,,,40,,48678,,,,42.110687255859375,40816.217437771185,,,,,,,1763160736.4482017,40,,,,,,,,,,,37275.53913443114,,,,,,2216.263527289
-0.3358089327812195,0.19100823998451233,,,,,,,,,,,,,,,,,,,,,,,,,,,83968000.0,,,41,,48689,,,,42.047691345214844,40833.22426723021,,,,,,,1763160786.603341,41,,,,,,,,,,,37354.92035878186,,,,,,2266.423785252
-0.3322778046131134,0.19257692992687225,,,,,,,,,,,,,,,,,,,,,,,,,,,86016000.0,,,42,,48713,,,,42.02141189575195,40836.02229336724,,,,,,,1763160836.7551615,42,,,,,,,,,,,37430.8924708417,,,,,,2316.574114595
-0.33818307518959045,0.18938831984996796,,,,,,,,,,,,,,,,,,,,,,,,,,,88064000.0,,,43,,48588,,,,42.16007995605469,40848.02278490578,,,,,,,1763160886.89255,43,,,,,,,,,,,37503.854676286166,,,,,,2366.709059582
-0.34604835510253906,0.18606656789779663,,,,,,,,,,,,,,,,,,,,,,,,,,,90112000.0,,,44,,48703,,,,42.06019973754883,40862.04167085656,,,,,,,1763160937.012167,44,,,,,,,,,,,37574.03574554811,,,,,,2416.829075268
-0.3328137993812561,0.19167162477970123,,,,,,,,,,,,,,,,,,,,,,,,,,,92160000.0,,,45,,48677,,,,42.07948303222656,40848.543176734835,,,,,,,1763160987.1485822,45,,,,,,,,,,,37641.088878176924,,,,,,2466.966177769
-0.32909658551216125,0.1932488977909088,,,,,,,,,,,,,,,,,,,,,,,,,,,94208000.0,,,46,,48792,,,,41.97509765625,40821.39134750804,,,,,,,1763161037.3183718,46,,,,,,,,,,,37704.94773428528,,,,,,2517.134327754
-0.3376390039920807,0.18970216810703278,,,,,,,,,,,,,,,,,,,,,,,,,,,96256000.0,,,47,,48787,,,,41.975914001464844,40818.78017663566,,,,,,,1763161087.491308,47,,,,,,,,,,,37766.24500888537,,,,,,2567.309503803
-0.33235716819763184,0.1918235719203949,,,,,,,,,,,,,,,,,,,,,,,,,,,98304000.0,,,48,,48701,,,,42.0390739440918,40839.28804797709,,,,,,,1763161137.6390455,48,,,,,,,,,,,37825.542238767375,,,,,,2617.454969331
-0.33823639154434204,0.18970651924610138,,,,,,,,,,,,,,,,,,,,,,,,,,,100352000.0,,,49,,48691,,,,42.05575942993164,40790.702262731145,,,,,,,1763161187.846779,49,,,,,,,,,,,37881.74023044576,,,,,,2667.665151953
