eval_video/return_s/h6_unicycle_right,media/eval_video_s/h6_unicycle_right,timing/sps_agg,eval_video/return_s/h1_thrust_over_ball,eval_avg/return_s/h8_unicycle_balance,media/eval_video_s/h1_thrust_over_ball,_runtime,eval_video/len_s/h2_one_wheel_car,eval_video/return_s/h3_point_the_thruster,eval_avg/return_s/h7_unicycle_left,_step,media/eval_video_s/h2_one_wheel_car,eval_avg/solve_rate_s/h2_one_wheel_car,eval_video/len_s/h6_unicycle_right,eval_video/return_s/h5_rotate_fall,timing/num_env_steps,media/eval_video_s/h8_unicycle_balance,episode_solved,eval_video/return_s/h7_unicycle_left,eval_video/len_s/h9_explode_then_thrust_over,media/eval_video_s/h3_point_the_thruster,media/eval_video_s/h0_weak_thrust,eval_avg/solve_rate_s/h3_point_the_thruster,media/eval_video_s/h9_explode_then_thrust_over,eval_avg/solve_rate_s/h5_rotate_fall,eval_video/len_s/h8_unicycle_balance,eval_video/return_s/h9_explode_then_thrust_over,eval_video/len_s/h0_weak_thrust,eval_avg/solve_rate_s/h1_thrust_over_ball,episode_length,eval_video/len_s/h4_thrust_aim,eval_avg/return_s/h9_explode_then_thrust_over,timing/num_updates,eval_avg/return_s/h5_rotate_fall,eval_video/return_s/h2_one_wheel_car,eval_avg/return_s/h3_point_the_thruster,eval_avg/return_s/h2_one_wheel_car,eval_video/len_s/h3_point_the_thruster,media/eval_video_s/h5_rotate_fall,eval_avg/return_s/h6_unicycle_right,eval/mean_eval_eplen,eval_video/return_s/h0_weak_thrust,media/eval_video_s/h4_thrust_aim,eval_avg/solve_rate_s/h0_weak_thrust,eval/mean_eval_solve,eval_video/return_s/h8_unicycle_balance,timing/sps,media/eval_video_s/h7_unicycle_left,eval/mean_eval_return,eval_avg/solve_rate_s/h7_unicycle_left,eval_avg/solve_rate_s/h9_explode_then_thrust_over,eval_avg/return_s/h4_thrust_aim,eval_avg/return_s/h1_thrust_over_ball,eval_video/len_s/h7_unicycle_left,eval_avg/solve_rate_s/h8_unicycle_balance,episode_return,eval_video/len_s/h5_rotate_fall,eval_video/return_s/h4_thrust_aim,_timestamp,eval_avg/solve_rate_s/h4_thrust_aim,num_completed_episodes,eval_avg/return_s/h0_weak_thrust,eval_video/len_s/h1_thrust_over_ball,eval_avg/solve_rate_s/h6_unicycle_right
0.16407549381256104,"{'width': 125, 'height': 125, 'sha256': '8fad49bc2023885d6fcae6c733231a1005b6b065fd58263c7afce80e6828f790', 'path': 'media/videos/media/eval_video_s/h6_unicycle_right_0_8fad49bc2023885d6fca.gif', 'size': 20183, '_type': 'video-file'}",0.0,-0.5397071838378906,-0.2654978930950165,"{'path': 'media/videos/media/eval_video_s/h1_thrust_over_ball_0_c38063ae8837c73ec47d.gif', 'size': 5211, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': 'c38063ae8837c73ec47dbb3343cfd634977c2694be5fa60c2c64986a3e5bf183'}",219.916619141,255.0,-0.046648383140563965,-0.10238359123468399,0,"{'size': 14582, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': 'f3c5b93d996b1eaafd884004af174e35e6766963c06351a1996100447e25836b', 'path': 'media/videos/media/eval_video_s/h2_one_wheel_car_0_f3c5b93d996b1eaafd88.gif'}",0.0,255.0,-0.20924293994903564,0.0,"{'size': 3905, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '0e08e33b11343fcce3175cdfca2ad2ad69774661f28c03769f441398352f821a', 'path': 'media/videos/media/eval_video_s/h8_unicycle_balance_0_0e08e33b11343fcce317.gif'}",0.0,-0.17976433038711548,255.0,"{'path': 'media/videos/media/eval_video_s/h3_point_the_thruster_0_0e07a942b6e840722e1c.gif', 'size': 24078, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '0e07a942b6e840722e1c9327c71776a1689a410ad3d94183635640b4874feca5'}","{'sha256': '46f2a1cb52c94e82347539d6e5dd1f125ccc28e1ee538696e7bb1110d23fd9a4', 'path': 'media/videos/media/eval_video_s/h0_weak_thrust_0_46f2a1cb52c94e823475.gif', 'size': 5076, '_type': 'video-file', 'width': 125, 'height': 125}",0.15000000596046448,"{'sha256': '81050a55d7cf49d52a6d59cc06a3848508f712e0018fba2feb5d725da6dc9398', 'path': 'media/videos/media/eval_video_s/h9_explode_then_thrust_over_0_81050a55d7cf49d52a6d.gif', 'size': 51005, '_type': 'video-file', 'width': 125, 'height': 125}",0.25,21.0,-0.6448535919189453,23.0,0.0,256.0,24.0,-0.4476757049560547,0,0.2956817150115967,-0.048863813281059265,0.14636047184467316,-0.050025928765535355,255.0,"{'size': 3803, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': 'fddf84203404391a247f5ae1f0e95718c0b7f4ea2a0297c0ae1e3203ee6eeeed', 'path': 'media/videos/media/eval_video_s/h5_rotate_fall_0_fddf84203404391a247f.gif'}",0.06041496992111206,160.53001403808594,-0.7483974695205688,"{'sha256': '31ff6efeab9fca5ba69404ab5cf62647f9f462a55473368579718c9a08959889', 'path': 'media/videos/media/eval_video_s/h4_thrust_aim_0_31ff6efeab9fca5ba694.gif', 'size': 4033, '_type': 'video-file', 'width': 125, 'height': 125}",0.0,0.055000003427267075,-0.5168932676315308,10477.487696042484,"{'size': 20203, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '3398f3e48f0e77fd72f34c42e2e88f2d24441f1b79b7dc14e750a1be3d5b2162', 'path': 'media/videos/media/eval_video_s/h7_unicycle_left_0_3398f3e48f0e77fd72f3.gif'}",-0.16583311557769775,0.0,0.0,0.06900662183761597,-0.5540512204170227,255.0,0.15000000596046448,0.2194231003522873,26.0,-0.3299311399459839,1763161422.2179115,0.0,6144,-0.8101604580879211,20.0,0.0
,,8194.660879636402,,,,269.081993472,,,,1,,,,,2048000.0,,0.0,,,,,,,,,,,,256.0,,,1,,,,,,,,,,,,,,37611.314266540314,,,,,,,,,0.21860504150390625,,,1763161471.3809392,,8192,,,
,,13694.949116993655,,,,318.252362672,,,,2,,,,,4096000.0,,0.00012205541133880615,,,,,,,,,,,,255.9732666015625,,,2,,,,,,,,,,,,,,41651.79753410365,,,,,,,,,0.2184235006570816,,,1763161520.55065,,8193,,,
,,17639.75218805662,,,,367.466101404,,,,3,,,,,6144000.0,,0.0,,,,,,,,,,,,256.0,,,3,,,,,,,,,,,,,,41612.6161189154,,,,,,,,,0.21803607046604156,,,1763161569.7661836,,8192,,,
,,20607.893529992383,,,,416.681698779,,,,4,,,,,8192000.0,,0.0001220703125,,,,,,,,,,,,255.9888916015625,,,4,,,,,,,,,,,,,,41614.70848432506,,,,,,,,,0.22027729451656342,,,1763161618.9796221,,8192,,,
,,22920.515799252924,,,,465.926642822,,,,5,,,,,10240000.0,,0.0,,,,,,,,,,,,256.0,,,5,,,,,,,,,,,,,,41589.04010157138,,,,,,,,,0.2186170220375061,,,1763161668.2233648,,8192,,,
,,24772.925676974748,,,,515.187214156,,,,6,,,,,12288000.0,,0.00012205541133880615,,,,,,,,,,,,255.9725341796875,,,6,,,,,,,,,,,,,,41571.887890014914,,,,,,,,,0.21623080968856812,,,1763161717.4876142,,8193,,,
,,26291.665914687084,,,,564.430415973,,,,7,,,,,14336000.0,,0.0,,,,,,,,,,,,256.0,,,7,,,,,,,,,,,,,,41590.1242389264,,,,,,,,,0.22019842267036438,,,1763161766.7298403,,8192,,,
,,27557.71805121617,,,,613.695702309,,,,8,,,,,16384000.0,,0.00012205541133880615,,,,,,,,,,,,255.97265625,,,8,,,,,,,,,,,,,,41570.130556513934,,,,,,,,,0.21944376826286316,,,1763161815.9959064,,8193,,,
,,28630.063384324807,,,,662.961392363,,,,9,,,,,18432000.0,,0.0,,,,,,,,,,,,256.0,,,9,,,,,,,,,,,,,,41571.266619934206,,,,,,,,,0.21841083467006683,,,1763161865.2611072,,8189,,,
,,29551.302476401455,,,,712.194152235,,,,10,,,,,20480000.0,,0.00016262807184830308,,,,,,,,,,,,255.97300720214844,,,10,,,,,,,,,,,,,,41597.8829877121,,,,,,,,,0.2174360305070877,,,1763161914.4939454,,6149,,,
,,30349.61925971401,,,,761.447828693,,,,11,,,,,22528000.0,,0.0,,,,,,,,,,,,256.0,,,11,,,,,,,,,,,,,,41583.14075932555,,,,,,,,,0.21715620160102844,,,1763161963.7446554,,8192,,,
,,31047.85237437634,,,,810.714540919,,,,12,,,,,24576000.0,,0.0,,,,,,,,,,,,256.0,,,12,,,,,,,,,,,,,,41567.25979355809,,,,,,,,,0.21868255734443665,,,1763162013.014223,,8192,,,
,,31664.872448986767,,,,859.968507815,,,,13,,,,,26624000.0,,0.0,,,,,,,,,,,,256.0,,,13,,,,,,,,,,,,,,41581.05398241172,,,,,,,,,0.21917569637298584,,,1763162062.2673945,,8192,,,
,,32214.116986464123,,,,909.205958143,,,,14,,,,,28672000.0,,0.0,,,,,,,,,,,,256.0,,,14,,,,,,,,,,,,,,41593.01346713105,,,,,,,,,0.2209910899400711,,,1763162111.5064461,,8191,,,
,,32705.30559033233,,,,958.461489594,,,,15,,,,,30720000.0,,0.00012205541133880615,,,,,,,,,,,,255.97265625,,,15,,,,,,,,,,,,,,41581.58919344453,,,,,,,,,0.21888940036296844,,,1763162160.759426,,8193,,,
,,33147.40946429268,,,,1007.715779929,,,,16,,,,,32768000.0,,0.0,,,,,,,,,,,,256.0,,,16,,,,,,,,,,,,,,41578.07222957048,,,,,,,,,0.21665164828300476,,,1763162210.0156345,,8192,,,
,,33547.679766298985,,,,1056.9694893,,,,17,,,,,34816000.0,,0.0,,,,,,,,,,,,256.0,,,17,,,,,,,,,,,,,,41581.54128757066,,,,,,,,,0.21881772577762604,,,1763162259.2685003,,8191,,,
,,33911.84168266834,,,,1106.217390518,,,,18,,,,,36864000.0,,0.0,,,,,,,,,,,,256.0,,,18,,,,,,,,,,,,,,41585.94264760067,,,,,,,,,0.21874552965164185,,,1763162308.516105,,8192,,,
,,34244.08974717415,,,,1155.474696919,,,,19,,,,,38912000.0,,0.0001220703125,,,,,,,,,,,,255.972412109375,,,19,,,,,,,,,,,,,,41576.187595936026,,,,,,,,,0.21995006501674652,,,1763162357.774762,,8192,,,
,,34548.6809513716,,,,1204.736070014,,,,20,,,,,40960000.0,,0.0,,,,,,,,,,,,256.0,,,20,,,,,,,,,,,,,,41574.79993862758,,,,,,,,,0.21904869377613068,,,1763162407.0356104,,8188,,,
,,34829.39098516329,,,,1253.983975081,,,,21,,,,,43008000.0,,0.0,,,,,,,,,,,,256.0,,,21,,,,,,,,,,,,,,41587.390041849285,,,,,,,,,0.21568667888641357,,,1763162456.2813008,,6151,,,
,,35087.858409448665,,,,1303.253741022,,,,22,,,,,45056000.0,,0.0,,,,,,,,,,,,256.0,,,22,,,,,,,,,,,,,,41565.41737135666,,,,,,,,,0.22107355296611786,,,1763162505.5532198,,8192,,,
,,35327.8226051083,,,,1352.503475499,,,,23,,,,,47104000.0,,0.00012205541133880615,,,,,,,,,,,,255.9722900390625,,,23,,,,,,,,,,,,,,41584.499782996485,,,,,,,,,0.22030316293239594,,,1763162554.8022022,,8193,,,
,,35551.11211003323,,,,1401.734727956,,,,24,,,,,49152000.0,,0.0,,,,,,,,,,,,256.0,,,24,,,,,,,,,,,,,,41598.32274285564,,,,,,,,,0.2169877141714096,,,1763162604.0347106,,8192,,,
,,35758.66020284063,,,,1450.98542918,,,,25,,,,,51200000.0,,0.0,,,,,,,,,,,,256.0,,,25,,,,,,,,,,,,,,41585.27606271365,,,,,,,,,0.21951110661029816,,,1763162653.283136,,8191,,,
,,35948.37967616763,,,,1500.397281025,,,,26,,,,,53248000.0,,0.0,,,,,,,,,,,,256.0,,,26,,,,,,,,,,,,,,41445.687100252035,,,,,,,,,0.21806876361370087,,,1763162702.6968682,,8192,,,
,,36129.62212049242,,,,1549.653881466,,,,27,,,,,55296000.0,,0.0,,,,,,,,,,,,256.0,,,27,,,,,,,,,,,,,,41580.17058223031,,,,,,,,,0.21866950392723083,,,1763162751.9512663,,8192,,,
,,36299.93702614766,,,,1598.889685316,,,,28,,,,,57344000.0,,0.0,,,,,,,,,,,,256.0,,,28,,,,,,,,,,,,,,41593.924401348224,,,,,,,,,0.2189219892024994,,,1763162801.1892385,,8191,,,
,,36459.15151860054,,,,1648.165363462,,,,29,,,,,59392000.0,,0.0,,,,,,,,,,,,256.0,,,29,,,,,,,,,,,,,,41563.58778247469,,,,,,,,,0.21890932321548462,,,1763162850.463256,,8192,,,
,,36608.64879188194,,,,1697.454385899,,,,30,,,,,61440000.0,,0.0,,,,,,,,,,,,256.0,,,30,,,,,,,,,,,,,,41549.35459043522,,,,,,,,,0.2181290239095688,,,1763162899.7540348,,8186,,,
,,36749.71422825652,,,,1746.746460069,,,,31,,,,,63488000.0,,0.0001220703125,,,,,,,,,,,,255.9739990234375,,,31,,,,,,,,,,,,,,41553.27675672145,,,,,,,,,0.22083495557308197,,,1763162949.0400617,,8192,,,
,,36882.738503183515,,,,1796.043821969,,,,32,,,,,65536000.0,,0.0003249390865676105,,,,,,,,,,,,255.92689514160156,,,32,,,,,,,,,,,,,,41544.52555855843,,,,,,,,,0.21993359923362732,,,1763162998.340834,,6155,,,
,,37006.0315760774,,,,1845.465761994,,,,33,,,,,67584000.0,,0.0,,,,,,,,,,,,256.0,,,33,,,,,,,,,,,,,,41438.772827950765,,,,,,,,,0.21839463710784912,,,1763163047.7594378,,8192,,,
,,37125.66155063074,,,,1894.747981447,,,,34,,,,,69632000.0,,0.0,,,,,,,,,,,,256.0,,,34,,,,,,,,,,,,,,41559.17868664593,,,,,,,,,0.21844761073589325,,,1763163097.0410726,,8192,,,
,,37238.983978286786,,,,1944.031873137,,,,35,,,,,71680000.0,,0.00012208521366119385,,,,,,,,,,,,255.991943359375,,,35,,,,,,,,,,,,,,41551.24040998897,,,,,,,,,0.21655109524726868,,,1763163146.3267787,,8191,,,
,,37346.59242884189,,,,1993.322811289,,,,36,,,,,73728000.0,,0.0,,,,,,,,,,,,256.0,,,36,,,,,,,,,,,,,,41548.77398622577,,,,,,,,,0.21901032328605652,,,1763163195.618089,,8192,,,
,,37449.26090715646,,,,2042.600392874,,,,37,,,,,75776000.0,,0.00012205541133880615,,,,,,,,,,,,255.972900390625,,,37,,,,,,,,,,,,,,41562.566766126954,,,,,,,,,0.21820826828479767,,,1763163244.893271,,8193,,,
,,37546.99264384628,,,,2091.878016741,,,,38,,,,,77824000.0,,0.0,,,,,,,,,,,,256.0,,,38,,,,,,,,,,,,,,41559.99664943562,,,,,,,,,0.2179655134677887,,,1763163294.1711705,,8191,,,
,,37640.56841419561,,,,2141.131415582,,,,39,,,,,79872000.0,,0.0,,,,,,,,,,,,256.0,,,39,,,,,,,,,,,,,,41578.22457741451,,,,,,,,,0.21858282387256622,,,1763163343.427664,,8192,,,
,,37729.97455138311,,,,2190.383070382,,,,40,,,,,81920000.0,,0.0002441704273223877,,,,,,,,,,,,255.9781494140625,,,40,,,,,,,,,,,,,,41581.921719611346,,,,,,,,,0.21614371240139008,,,1763163392.6800282,,8191,,,
,,37815.574052565426,,,,2239.62860997,,,,41,,,,,83968000.0,,0.0,,,,,,,,,,,,256.0,,,41,,,,,,,,,,,,,,41589.834875042485,,,,,,,,,0.21672315895557404,,,1763163441.9227312,,8183,,,
,,37897.04970179569,,,,2288.892838539,,,,42,,,,,86016000.0,,0.00016233765927609056,,,,,,,,,,,,255.9688262939453,,,42,,,,,,,,,,,,,,41569.12772584856,,,,,,,,,0.21978986263275146,,,1763163491.1910098,,6160,,,
,,37975.466691170084,,,,2338.13744607,,,,43,,,,,88064000.0,,0.00012205541133880615,,,,,,,,,,,,255.976806640625,,,43,,,,,,,,,,,,,,41589.915622666296,,,,,,,,,0.21774059534072876,,,1763163540.4326496,,8193,,,
,,38050.250726846265,,,,2387.403569395,,,,44,,,,,90112000.0,,0.0,,,,,,,,,,,,256.0,,,44,,,,,,,,,,,,,,41570.37659437764,,,,,,,,,0.2179543823003769,,,1763163589.6987698,,8191,,,
,,38122.36636584386,,,,2436.642320184,,,,45,,,,,92160000.0,,0.0,,,,,,,,,,,,256.0,,,45,,,,,,,,,,,,,,41590.699756795686,,,,,,,,,0.21737776696681976,,,1763163638.9400423,,8191,,,
,,38191.184711104164,,,,2485.910561606,,,,46,,,,,94208000.0,,0.0001220703125,,,,,,,,,,,,255.97265625,,,46,,,,,,,,,,,,,,41567.904478763856,,,,,,,,,0.2195846289396286,,,1763163688.2106626,,8192,,,
,,38257.77555603549,,,,2535.149876134,,,,47,,,,,96256000.0,,0.0,,,,,,,,,,,,256.0,,,47,,,,,,,,,,,,,,41593.87183474701,,,,,,,,,0.21755975484848022,,,1763163737.4467204,,8192,,,
,,38321.47902528008,,,,2584.412664818,,,,48,,,,,98304000.0,,0.0,,,,,,,,,,,,256.0,,,48,,,,,,,,,,,,,,41575.16153355841,,,,,,,,,0.21989968419075012,,,1763163786.7071612,,8191,,,
,,38382.87036827108,,,,2633.662901269,,,,49,,,,,100352000.0,,0.0,,,,,,,,,,,,256.0,,,49,,,,,,,,,,,,,,41580.24203380029,,,,,,,,,0.21823324263095856,,,1763163835.961262,,8191,,,
