eval_video/len_s/h8_unicycle_balance,episode_length,eval_avg/solve_rate_s/h0_weak_thrust,eval_video/len_s/h2_one_wheel_car,timing/num_updates,eval_avg/solve_rate_s/h5_rotate_fall,eval/mean_eval_return,eval_video/len_s/h5_rotate_fall,num_completed_episodes,eval/mean_eval_eplen,eval_video/len_s/h1_thrust_over_ball,_timestamp,eval_video/return_s/h7_unicycle_left,eval_video/len_s/h3_point_the_thruster,media/eval_video_s/h4_thrust_aim,eval_video/return_s/h1_thrust_over_ball,media/eval_video_s/h7_unicycle_left,eval_video/len_s/h0_weak_thrust,eval_avg/solve_rate_s/h3_point_the_thruster,timing/sps,media/eval_video_s/h8_unicycle_balance,eval_avg/solve_rate_s/h7_unicycle_left,episode_return,eval_avg/return_s/h3_point_the_thruster,eval_avg/solve_rate_s/h9_explode_then_thrust_over,eval_avg/return_s/h7_unicycle_left,eval_avg/return_s/h1_thrust_over_ball,timing/num_env_steps,eval_avg/solve_rate_s/h8_unicycle_balance,media/eval_video_s/h1_thrust_over_ball,eval_video/return_s/h2_one_wheel_car,eval_avg/return_s/h4_thrust_aim,eval_avg/solve_rate_s/h4_thrust_aim,eval_video/return_s/h6_unicycle_right,eval_video/len_s/h4_thrust_aim,media/eval_video_s/h2_one_wheel_car,media/eval_video_s/h6_unicycle_right,eval_video/return_s/h5_rotate_fall,media/eval_video_s/h3_point_the_thruster,eval_video/return_s/h3_point_the_thruster,eval_avg/solve_rate_s/h2_one_wheel_car,eval_avg/return_s/h6_unicycle_right,eval_video/return_s/h8_unicycle_balance,eval_video/return_s/h9_explode_then_thrust_over,media/eval_video_s/h9_explode_then_thrust_over,_runtime,eval/mean_eval_solve,eval_avg/return_s/h5_rotate_fall,episode_solved,eval_video/len_s/h9_explode_then_thrust_over,eval_video/len_s/h6_unicycle_right,eval_avg/return_s/h0_weak_thrust,eval_avg/return_s/h8_unicycle_balance,media/eval_video_s/h5_rotate_fall,_step,eval_video/return_s/h0_weak_thrust,eval_avg/solve_rate_s/h1_thrust_over_ball,eval_avg/return_s/h2_one_wheel_car,media/eval_video_s/h0_weak_thrust,timing/sps_agg,eval_avg/return_s/h9_explode_then_thrust_over,eval_avg/solve_rate_s/h6_unicycle_right,eval_video/len_s/h7_unicycle_left,eval_video/return_s/h4_thrust_aim
21.0,251.14317321777344,0.0,255.0,0,0.25,-0.1658332347869873,26.0,6286,160.53001403808594,20.0,1763164066.6393108,-0.17976433038711548,255.0,"{'_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '31ff6efeab9fca5ba69404ab5cf62647f9f462a55473368579718c9a08959889', 'path': 'media/videos/media/eval_video_s/h4_thrust_aim_0_31ff6efeab9fca5ba694.gif', 'size': 4033}",-0.5397071838378906,"{'height': 125, 'sha256': '3398f3e48f0e77fd72f34c42e2e88f2d24441f1b79b7dc14e750a1be3d5b2162', 'path': 'media/videos/media/eval_video_s/h7_unicycle_left_0_3398f3e48f0e77fd72f3.gif', 'size': 20203, '_type': 'video-file', 'width': 125}",23.0,0.15000000596046448,10691.529726658755,"{'sha256': '0e08e33b11343fcce3175cdfca2ad2ad69774661f28c03769f441398352f821a', 'path': 'media/videos/media/eval_video_s/h8_unicycle_balance_0_0e08e33b11343fcce317.gif', 'size': 3905, '_type': 'video-file', 'width': 125, 'height': 125}",0.0,0.5858657956123352,0.14636047184467316,0.0,-0.10238359123468399,-0.5540512204170227,0.0,0.15000000596046448,"{'sha256': 'c38063ae8837c73ec47dbb3343cfd634977c2694be5fa60c2c64986a3e5bf183', 'path': 'media/videos/media/eval_video_s/h1_thrust_over_ball_0_c38063ae8837c73ec47d.gif', 'size': 5211, '_type': 'video-file', 'width': 125, 'height': 125}",-0.04886362701654434,0.06900661438703537,0.0,0.16407549381256104,24.0,"{'_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '8ca7d81ec6d2e33ea2051bffcccd78d54c9ad4c7df1bc7bc972863f5fdd6fddd', 'path': 'media/videos/media/eval_video_s/h2_one_wheel_car_0_8ca7d81ec6d2e33ea205.gif', 'size': 14581}","{'size': 20183, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '8fad49bc2023885d6fcae6c733231a1005b6b065fd58263c7afce80e6828f790', 'path': 'media/videos/media/eval_video_s/h6_unicycle_right_0_8fad49bc2023885d6fca.gif'}",-0.20924293994903564,"{'size': 24078, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '0e07a942b6e840722e1c9327c71776a1689a410ad3d94183635640b4874feca5', 'path': 'media/videos/media/eval_video_s/h3_point_the_thruster_0_0e07a942b6e840722e1c.gif'}",-0.046648383140563965,0.0,0.06041496992111206,-0.5168932676315308,-0.6448535919189453,"{'path': 'media/videos/media/eval_video_s/h9_explode_then_thrust_over_0_81050a55d7cf49d52a6d.gif', 'size': 51005, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '81050a55d7cf49d52a6d59cc06a3848508f712e0018fba2feb5d725da6dc9398'}",215.945062293,0.055000003427267075,0.2956817150115967,0.02258988283574581,255.0,255.0,-0.8101604580879211,-0.2654978930950165,"{'path': 'media/videos/media/eval_video_s/h5_rotate_fall_0_fddf84203404391a247f.gif', 'size': 3803, '_type': 'video-file', 'width': 125, 'height': 125, 'sha256': 'fddf84203404391a247f5ae1f0e95718c0b7f4ea2a0297c0ae1e3203ee6eeeed'}",0,-0.7483974695205688,0.0,-0.05002593994140625,"{'_type': 'video-file', 'width': 125, 'height': 125, 'sha256': '46f2a1cb52c94e82347539d6e5dd1f125ccc28e1ee538696e7bb1110d23fd9a4', 'path': 'media/videos/media/eval_video_s/h0_weak_thrust_0_46f2a1cb52c94e823475.gif', 'size': 5076}",0.0,-0.44767695665359497,0.0,255.0,-0.3299311399459839
,252.5345916748047,,,1,,,,8326,,,1763164115.7723694,,,,,,,,37594.301710836044,,,0.5791410207748413,,,,,2048000.0,,,,,,,,,,,,,,,,,,265.089530754,,,0.016094163060188293,,,,,,1,,,,,8324.178742724183,,,,
,252.20648193359375,,,2,,,,8340,,,1763164164.9299572,,,,,,,,41662.17489548498,,,0.5802032351493835,,,,,4096000.0,,,,,,,,,,,,,,,,,,314.244407944,,,0.01774580404162407,,,,,,2,,,,,13875.922742864745,,,,
,252.46902465820312,,,3,,,,8328,,,1763164214.13215,,,,,,,,41623.79322909758,,,0.5773243308067322,,,,,6144000.0,,,,,,,,,,,,,,,,,,363.448589468,,,0.01645052805542946,,,,,,3,,,,,17840.22871073212,,,,
,252.5485382080078,,,4,,,,8324,,,1763164263.3520095,,,,,,,,41609.49056250574,,,0.5803877115249634,,,,,8192000.0,,,,,,,,,,,,,,,,,,412.663736508,,,0.016098029911518097,,,,,,4,,,,,20812.492890171754,,,,
,252.3284912109375,,,5,,,,8323,,,1763164312.5698807,,,,,,,,41610.766650352925,,,0.5796754956245422,,,,,10240000.0,,,,,,,,,,,,,,,,,,461.888141889,,,0.017181305214762688,,,,,,5,,,,,23124.1141095197,,,,
,252.4517822265625,,,6,,,,8285,,,1763164361.7948825,,,,,,,,41605.40180364326,,,0.5755207538604736,,,,,12288000.0,,,,,,,,,,,,,,,,,,511.107863114,,,0.016535907983779907,,,,,,6,,,,,24972.96260199971,,,,
,252.04249572753906,,,7,,,,8188,,,1763164411.0184708,,,,,,,,41605.7246348175,,,0.5800334215164185,,,,,14336000.0,,,,,,,,,,,,,,,,,,560.334512739,,,0.018441621214151382,,,,,,7,,,,,26485.556507791902,,,,
,252.4735870361328,,,8,,,,7952,,,1763164460.2731302,,,,,,,,41580.02083663802,,,0.5753809809684753,,,,,16384000.0,,,,,,,,,,,,,,,,,,609.592566263,,,0.016473842784762383,,,,,,8,,,,,27744.541545094995,,,,
,252.0542755126953,,,9,,,,7922,,,1763164509.5312474,,,,,,,,41576.52124313351,,,0.5804579257965088,,,,,18432000.0,,,,,,,,,,,,,,,,,,658.848880049,,,0.01855592057108879,,,,,,9,,,,,28809.49169905825,,,,
,252.02609252929688,,,10,,,,7280,,,1763164558.7785504,,,,,,,,41586.319737551625,,,0.5803488492965698,,,,,20480000.0,,,,,,,,,,,,,,,,,,708.095009808,,,0.01854395680129528,,,,,,10,,,,,29722.680408268865,,,,
,252.36749267578125,,,11,,,,8332,,,1763164608.0281029,,,,,,,,41584.15372780475,,,0.5772436857223511,,,,,22528000.0,,,,,,,,,,,,,,,,,,757.346187432,,,0.016922706738114357,,,,,,11,,,,,30513.935106589313,,,,
,252.47952270507812,,,12,,,,8325,,,1763164657.2876987,,,,,,,,41575.69055606129,,,0.578136146068573,,,,,24576000.0,,,,,,,,,,,,,,,,,,806.602199593,,,0.016576576977968216,,,,,,12,,,,,31205.82828681503,,,,
,252.7462921142578,,,13,,,,8309,,,1763164706.5588818,,,,,,,,41565.61809894796,,,0.5786133408546448,,,,,26624000.0,,,,,,,,,,,,,,,,,,855.877357674,,,0.015164279378950596,,,,,,13,,,,,31815.80930964046,,,,
,252.2493133544922,,,14,,,,8311,,,1763164755.8249822,,,,,,,,41570.12613067551,,,0.5814427733421326,,,,,28672000.0,,,,,,,,,,,,,,,,,,905.139874493,,,0.01744675822556019,,,,,,14,,,,,32358.14869664757,,,,
,252.41690063476562,,,15,,,,8273,,,1763164805.0741067,,,,,,,,41584.39771725382,,,0.5773102641105652,,,,,30720000.0,,,,,,,,,,,,,,,,,,954.396475194,,,0.016680769622325897,,,,,,15,,,,,32843.95023166578,,,,
,253.24549865722656,,,16,,,,8159,,,1763164854.3361087,,,,,,,,41574.102321662685,,,0.5725827217102051,,,,,32768000.0,,,,,,,,,,,,,,,,,,1003.650732625,,,0.012869223952293396,,,,,,16,,,,,33280.73945391443,,,,
,252.54086303710938,,,17,,,,8065,,,1763164903.5952322,,,,,,,,41575.47725514402,,,0.5776926875114441,,,,,34816000.0,,,,,,,,,,,,,,,,,,1052.911129703,,,0.016119033098220825,,,,,,17,,,,,33675.957208811684,,,,
,252.5027313232422,,,18,,,,8070,,,1763164952.8605344,,,,,,,,41571.02057153504,,,0.576902449131012,,,,,36864000.0,,,,,,,,,,,,,,,,,,1102.173710899,,,0.016356877982616425,,,,,,18,,,,,34035.06014032996,,,,
,252.91326904296875,,,19,,,,7552,,,1763165002.10559,,,,,,,,41587.85554879488,,,0.5785360932350159,,,,,38912000.0,,,,,,,,,,,,,,,,,,1151.42188852,,,0.01443326286971569,,,,,,19,,,,,34363.522240333055,,,,
,252.62705993652344,,,20,,,,8280,,,1763165051.3995478,,,,,,,,41547.29049458421,,,0.5780597925186157,,,,,40960000.0,,,,,,,,,,,,,,,,,,1200.712258421,,,0.015700483694672585,,,,,,20,,,,,34663.195650488815,,,,
,252.2367706298828,,,21,,,,7809,,,1763165100.657154,,,,,,,,41576.75467861483,,,0.5778084993362427,,,,,43008000.0,,,,,,,,,,,,,,,,,,1249.974470297,,,0.017543859779834747,,,,,,21,,,,,34939.85984183484,,,,
,252.15164184570312,,,22,,,,8322,,,1763165149.9186165,,,,,,,,41574.30434043495,,,0.5831037759780884,,,,,45056000.0,,,,,,,,,,,,,,,,,,1299.236371044,,,0.01790435053408146,,,,,,22,,,,,35195.153340549776,,,,
,251.97320556640625,,,23,,,,8324,,,1763165199.181637,,,,,,,,41572.770737084255,,,0.5820834636688232,,,,,47104000.0,,,,,,,,,,,,,,,,,,1348.498675659,,,0.01874098926782608,,,,,,23,,,,,35431.47903188496,,,,
,252.22677612304688,,,24,,,,8290,,,1763165248.4368284,,,,,,,,41579.191016030505,,,0.5736673474311829,,,,,49152000.0,,,,,,,,,,,,,,,,,,1397.749052938,,,0.017611579969525337,,,,,,24,,,,,35651.11290875296,,,,
,252.86019897460938,,,25,,,,8197,,,1763165297.687126,,,,,,,,41583.12022669102,,,0.5719000101089478,,,,,51200000.0,,,,,,,,,,,,,,,,,,1447.006139523,,,0.014639502391219139,,,,,,25,,,,,35855.71164275386,,,,
,252.42718505859375,,,26,,,,8144,,,1763165346.9555807,,,,,,,,41568.1897156041,,,0.5806032419204712,,,,,53248000.0,,,,,,,,,,,,,,,,,,1496.271406575,,,0.0166994109749794,,,,,,26,,,,,36046.23578089144,,,,
,252.0442352294922,,,27,,,,8138,,,1763165396.2876706,,,,,,,,41514.99566409057,,,0.5816041827201843,,,,,55296000.0,,,,,,,,,,,,,,,,,,1545.606560401,,,0.018432047218084335,,,,,,27,,,,,36222.963254662274,,,,
,252.4497528076172,,,28,,,,7791,,,1763165445.5418587,,,,,,,,41580.4298217733,,,0.5779933929443359,,,,,57344000.0,,,,,,,,,,,,,,,,,,1594.852622294,,,0.016557566821575165,,,,,,28,,,,,36390.418793658675,,,,
,252.18765258789062,,,29,,,,8212,,,1763165494.7861714,,,,,,,,41588.23327748735,,,0.5799584984779358,,,,,59392000.0,,,,,,,,,,,,,,,,,,1644.105863939,,,0.01777886040508747,,,,,,29,,,,,36547.93132313975,,,,
,251.88421630859375,,,30,,,,7782,,,1763165544.0514402,,,,,,,,41571.031636609005,,,0.5818182229995728,,,,,61440000.0,,,,,,,,,,,,,,,,,,1693.36866668,,,0.0191467497497797,,,,,,30,,,,,36695.73163328634,,,,
,252.8132781982422,,,31,,,,8285,,,1763165593.3381128,,,,,,,,41553.045795902435,,,0.5821601748466492,,,,,63488000.0,,,,,,,,,,,,,,,,,,1742.654733796,,,0.014846106991171837,,,,,,31,,,,,36834.62704975594,,,,
,252.4761505126953,,,32,,,,8071,,,1763165642.6272109,,,,,,,,41551.30633537205,,,0.578410804271698,,,,,65536000.0,,,,,,,,,,,,,,,,,,1791.940846692,,,0.016478750854730606,,,,,,32,,,,,36965.756816506124,,,,
,252.24981689453125,,,33,,,,8274,,,1763165691.912022,,,,,,,,41553.48540760608,,,0.5788243412971497,,,,,67584000.0,,,,,,,,,,,,,,,,,,1841.230709299,,,0.017403915524482727,,,,,,33,,,,,37089.84526130359,,,,
,252.00291442871094,,,34,,,,8251,,,1763165741.185831,,,,,,,,41563.76395660975,,,0.581222414970398,,,,,69632000.0,,,,,,,,,,,,,,,,,,1890.499980794,,,0.0186644047498703,,,,,,34,,,,,37207.640144751764,,,,
,252.36695861816406,,,35,,,,8170,,,1763165790.471189,,,,,,,,41553.72602206581,,,0.5801643133163452,,,,,71680000.0,,,,,,,,,,,,,,,,,,1939.787480684,,,0.01689106412231922,,,,,,35,,,,,37319.15998713412,,,,
,252.0728302001953,,,36,,,,8184,,,1763165839.739255,,,,,,,,41568.83925754294,,,0.58138507604599,,,,,73728000.0,,,,,,,,,,,,,,,,,,1989.052807962,,,0.01832844503223896,,,,,,36,,,,,37425.44026322638,,,,
,251.67039489746094,,,37,,,,7958,,,1763165889.0072336,,,,,,,,41568.50734289803,,,0.5836818218231201,,,,,75776000.0,,,,,,,,,,,,,,,,,,2038.32295721,,,0.0202312134206295,,,,,,37,,,,,37526.5270016389,,,,
,252.17868041992188,,,38,,,,8160,,,1763165938.279046,,,,,,,,41565.568620824575,,,0.5790535807609558,,,,,77824000.0,,,,,,,,,,,,,,,,,,2087.588890017,,,0.01776960864663124,,,,,,38,,,,,37622.73504220887,,,,
,252.83639526367188,,,39,,,,7891,,,1763165987.5498767,,,,,,,,41565.99381472011,,,0.5738261938095093,,,,,79872000.0,,,,,,,,,,,,,,,,,,2136.862914923,,,0.01470029167830944,,,,,,39,,,,,37714.47543050833,,,,
,252.54046630859375,,,40,,,,8082,,,1763166036.809186,,,,,,,,41575.82960529049,,,0.574579656124115,,,,,81920000.0,,,,,,,,,,,,,,,,,,2186.116920328,,,0.016085127368569374,,,,,,40,,,,,37802.24750119862,,,,
,252.3949737548828,,,41,,,,8089,,,1763166086.0533953,,,,,,,,41588.67041238032,,,0.5771284103393555,,,,,83968000.0,,,,,,,,,,,,,,,,,,2235.366630579,,,0.01681295596063137,,,,,,41,,,,,37886.377970989735,,,,
,252.10369873046875,,,42,,,,8158,,,1763166135.3212605,,,,,,,,41568.63709071911,,,0.5812744498252869,,,,,86016000.0,,,,,,,,,,,,,,,,,,2284.629574734,,,0.018141701817512512,,,,,,42,,,,,37966.45340484597,,,,
,252.0779571533203,,,43,,,,8273,,,1763166184.5740957,,,,,,,,41580.94931695316,,,0.5780238509178162,,,,,88064000.0,,,,,,,,,,,,,,,,,,2333.888493176,,,0.018252145498991013,,,,,,43,,,,,38043.360029191055,,,,
,252.50634765625,,,44,,,,8184,,,1763166233.826783,,,,,,,,41582.26592602746,,,0.5753624439239502,,,,,90112000.0,,,,,,,,,,,,,,,,,,2383.135085087,,,0.016251221299171448,,,,,,44,,,,,38117.087255019505,,,,
,252.27154541015625,,,45,,,,8201,,,1763166283.0804873,,,,,,,,41579.86465152424,,,0.5794445276260376,,,,,92160000.0,,,,,,,,,,,,,,,,,,2432.390730169,,,0.01743689738214016,,,,,,45,,,,,38187.760197824566,,,,
,252.42901611328125,,,46,,,,8016,,,1763166332.3359406,,,,,,,,41578.970836350716,,,0.5816900730133057,,,,,94208000.0,,,,,,,,,,,,,,,,,,2481.644068536,,,0.016591817140579224,,,,,,46,,,,,38255.589617090154,,,,
,252.462890625,,,47,,,,8164,,,1763166381.585037,,,,,,,,41584.87402833951,,,0.5779100656509399,,,,,96256000.0,,,,,,,,,,,,,,,,,,2530.895254452,,,0.016536012291908264,,,,,,47,,,,,38320.86553067083,,,,
,251.76425170898438,,,48,,,,8013,,,1763166430.8408308,,,,,,,,41578.724495487586,,,0.5865603685379028,,,,,98304000.0,,,,,,,,,,,,,,,,,,2580.149216015,,,0.019717957824468613,,,,,,48,,,,,38383.521824140495,,,,
,252.1422882080078,,,49,,,,8047,,,1763166480.0893059,,,,,,,,41585.15728359676,,,0.578672468662262,,,,,100352000.0,,,,,,,,,,,,,,,,,,2629.397339614,,,0.017894867807626724,,,,,,49,,,,,38443.92575234391,,,,
